date,review_title,review_text,rating
2019-04-05T06:37:37-07:00,개저엇깉은래끼들아,이걸 만들고 니 ㅇa미 애b들에게 소개시켜줄 수 있냐?,1
2019-04-05T06:15:23-07:00,아이폰. 점검 할때잘 좀 해라,막히는건데 점검좀 똑똑히 해라,5
2019-04-05T03:41:17-07:00,봐,아이폰은 게임 하지말라는겁니까 에?에?에?!,1
2019-04-04T21:32:32-07:00,ㄱ ㅐ ㅆ레기아닙니까 ?,왜자꾸 업데이트하래 ㅡㅡ업데이트 다했구만 ㅡㅡ,1
2019-04-04T21:18:53-07:00,돈만보는 엔씨,돈만보는엔씨 ㅇㅈ?,1
2019-04-04T20:37:21-07:00,엔씨 제발 ㅡㅡ,아이폰 유전데 맨날 업데이트 할때마다 업데이트 뜨지도 않는데 하라고 하고 ㅡㅡ 맨날 느리고 게임좀 하게 해주면 안돼? 블소나 딴게임은 빠릿하게 잘하잖아 이정도도 못할 회사도 아닌데 도대체 왜그럼?? 진짜 이해가 안되서 그럼 왜그럼 도대체? 게임하라고 내놓았잖아 게임좀 하게 해주면 안돼?,5
2019-04-04T20:15:55-07:00,업데이트징그럽네,에휴,1
2019-04-04T19:33:35-07:00,와,Ios 너무 차별하는거 아닌가요?,1
2019-04-04T19:31:05-07:00,별다섯개?,"게임에쓴돈 수백만원 이라하면 리니지말고 또 무슨게임이있을까, 그래 수백만원쓴다면 쓸수있는게임 수두룩 하다.
자 그러면 수백만원 게임에쓴거치고 안쓴사람과 한끝차이밖에 안나는 게임이 리니지말고 또 무슨게임이 있을까,?
결론을 내리자면 이 게임은 알피지 게임 이라고 하기엔 유료화컨텐츠가 거의 필수적으로 자리를 잡아둔 상태다.
그럼여기서 유료화 컨텐츠를 사용했을때 그만한 값어치가 있다면 도박성이라는 말이 안나오겠지.
돈을써도 날릴 수 있고 그돈이 만원이건 수십만원이건 수천만원이건 날릴 사람은 날라가는거니 정확히 도박이 맞는것 같다. 이런 도박성으로 사람들이 더욱 중독성을 띄는것 같고 그걸 악용하여 리니지엠 운영진들은 유저에게 비밀리에 잠수 패치를 한다. 예를들어 예전과 같은곳에서 사냥해도 템이 나오던게 안나온다던지 같은곳에서 사냥하는데 언제부턴가 나오는 게임머니 (아덴) 이 두배로 줄었다던지.",5
2019-04-04T19:14:43-07:00,아이폰유저는 게임 하지 말라는건가요?,"매번 업데이트 할때마다 접속하기 정말 힘드네요
거래소도 못쓰는것도 답답한데..
이제는 그러려니 하고 그냥 하거나 아니면 접으라는건지",1
2019-04-04T17:18:50-07:00,돈을안지르면 할수가없는 게임?,"돈안지르면 게임자체가 진행이안돼요
초반에 지원해주는 장비도없지
현질을하려니 가격자체가 너무 부담스러워서 못하겠지 리니지가 모바일로 나온다해서 좋아했는데 이건뭐 게임자체를 돈없으면 못하게만들어놨으니 이런글 남겨봤자 득될게 있으려나만은 진입장벽부터 허무는게 신규유저들 업어오기에도 훨씬 좋지않을까요;?",1
2019-04-04T08:48:26-07:00,무 조 건 과 금 유 도 방 식 망 할 거 다,"99년 말섬과 본토 업데이트 되던 그 재미와 진정한 멋은 다 사라졌다.
 지금은 그냥 현금 유도에 유저 호구로 아는 뽑기만 있을뿐... 확률? 웃기네 PC로 돌려보면 모바일로 볼때랑 다르게 렉이 살짝 걸리기 때문이 어디서 멈추고 무슨카드 나올지 유저가 100% 맞추는게 확률 카드 뽑기냐??!!!  개인거래 열고 아덴가치 살려라.
 검은사막 모바일 봤니??
너네 98년 오픈때보다 더 열정있고 너네 99년때보다 훨씬 더 탄탄해. 유저 호구로 보면 어떻게 되는지 곧 알게될거다.",1
2019-04-04T08:00:19-07:00,아이폰은 겜 못하는거니?,짜증나네,1
2019-04-04T06:44:29-07:00,택지니m두1,ㅇ,1
2019-04-04T05:12:03-07:00,영자들. 보아라,아니 아이폰 현질하면 뭐하냐. 업뎃 은. ㅇㄹ라 늦고.  이건 돈만 벌고 끝이냐. 환불 해버릴가. 아니면 국민 청원을 넣을가. 택진이. 많이 벌잔어. 그럼 평등하게는 해야지. 이건 아이폰 유저는. 개 호구냐. 이씹 세 리님아,1
2019-04-04T04:35:17-07:00,아이폰보상,아이폰 접속안됬던거 보상이안들어옵니다 확인부탁드려요,4
2019-04-04T04:13:29-07:00,서버점검,언제까지 서버점검하나요?,5
2019-04-04T04:05:16-07:00,재밌음,근데 돈이너무많이나감ㅋㅋㅋㅋㅋㅋㅋㅋ끝이없음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개돼지가 됨,5
2019-04-04T03:50:19-07:00,글남겨봐야읽지도않아요,ㅜㅜ,1
2019-04-04T03:43:21-07:00,최악이다,"매주 업데이트 할때마다 아이폰은 되지도 않고 
보상은 진짜 보상이라고 쥬는건가 싶을정도로 유저들 개돼지로 생각하고 주는거같고
현질유도는 어마어마하게 함

결론적으로 엔씨자체가 유저 개돼지로 밖에 생각 안합니다",1
2019-04-04T00:56:48-07:00,아이폰만 업뎃 느리고 겜2틀 못하고,모임,2
2019-04-04T00:21:16-07:00,굿,너무 재미있어요~,5
2019-04-03T23:54:35-07:00,프아아악씨,이것도 게임이냐,1
2019-04-03T23:12:53-07:00,인생 ㅈ망겜,인생망함 ㅋㅋㅋㅋ,1
2019-04-03T23:02:47-07:00,쓰레기 운영,"거래소 안됨 , 업데이트 마다 게임접속 오류 , 애플 결제시 할인은 커녕 더 비쌈 이 겜 굳이 할거면 아이폰계열로 하지마세요",1
2019-04-03T23:01:36-07:00,운영 이렇게 할거면 그냥 전액 환불해 주던가,무슨 점검을 30시간 넘게 하냐..,1
2019-04-03T23:00:50-07:00,아이폰 유저는 봉,대박이네요  이런 조그만 패치에도 거의 30시간씩 접속차단하고패치하다니 ㅋㅋㅋㅋㅋㅋ,1
2019-04-03T22:55:11-07:00,매번 참 ...,매번 업데이트때마다 ios는 항상 늦네요. 뭐 1시간도아니고 30시간 넘게 늦게 되는데 ios도 업데이트 될때 같이 오픈하던지 aos만 매번 먼저 오픈하면 같이 하는 게임인데 ios유저는 뭐 하루 늦던지 말던지 신경 안쓰시나요?,1
2019-04-03T22:39:18-07:00,상점이용불가,아이폰유저인데  상점사용불가네요 상점이용은언제부터?,1
2019-04-03T22:38:55-07:00,운영을 도대체 하는건지 마는건지 접는게 길이지..,꽁돈벌기 쉽죠,1
2019-04-03T22:25:07-07:00,보라,"어제부터. 서버점검이란 말만 뜨고 지금도 뜨고있네
리니지게임 파산해라 이딴식이면",2
2019-04-03T22:21:40-07:00,언제 아이폰되요?,아니 정말..해도해도 너무하잖아요. 랭 다밀리고 지금 아이폰유저들 목소리안들림? 개무시함? 그렇다고 보상을해주나.안드로이드폰도 똑같이 보상하고 이건 뭔 시바 아이폰유져들은 매일죽어나가고 거래소도 이용못하고 참... 이렇게 어영부영 넘어간게 1년이란 시간이.지났는데도 안고치는건 그냥 버린다는얘기로 들리는데...참...할말없는 개발자들이네요...,1
2019-04-03T22:12:44-07:00,대기업 NC CLASS~~,개인거래 운운하더니 개인거래는 쥐뿔 거래소도 아이폰은 이용도 못하고 업데이트만 했다 하면 무조건 aos 선 적용해서 서버 오픈 ㅋㅋㅋㅋㅋ 하루가 지나도 게임을 들어가질 못하네 중요한건 이번 패치만 아니라 암흑기사 클래스 나왔을때도 ios는 하루지나고 들어갔음^^ 그리고 보상은 항상 ios유저한테만 지급되는게 아니라 점검 끝나고 바로 겜 들어가서 하는 aos유저들한테까지도 같이 지급함ㅋㅋㅋ 대기업에서 운영하는 수준이 왜 열정있는 인디 게임보다 운영이 안되냐ㅋㅋㅋ,1
2019-04-03T22:11:23-07:00,환불,"환불해라
이건뭐 차를 샀는데
차문이 안열려서 운전을 못하는 거네",1
2019-04-03T22:08:32-07:00,아이폰,게임하지 말란 소린가? 접속을 못하게 해놓노 보상도 개같이 주면서 안하니 못하구로,1
2019-04-03T21:59:33-07:00,아이폰 업뎃은 버린건가요,...,1
2019-04-03T21:54:54-07:00,아이폰,택진아게임좀하자,1
2019-04-03T21:52:01-07:00,댓글 보니까...,와.. 리니지m해볼까 했는데 댓글들 보고 그 맘 접었어.. 상세히 알려주셔서 감사합니다,1
2019-04-03T21:46:57-07:00,아이폰유저.,하. 진짜. 거래소. 안되지 업데이트. 문제있지 게임하다 자꾸팅기지 . 이제는 하다하다 섭점검중이. 뜨네요. 점검끝난지가. 언제인데 지우고 깔고. 지우고 깔고. 업데이트. 되도. 점검중이라고. 떠요. 왜이렇게. 안드로이드랑. 아이폰이랑. 차이가 많죠?,1
2019-04-03T21:39:01-07:00,업데이트  안해주십니까...??,빨리  해결해주시면  좋겠습니다....,1
2019-04-03T21:25:33-07:00,다섯개줄테니까 보고 느껴라,"왜 어제 업데이트가 다끝나고 삼성은 돌아가는데
아이폰은 아직도 업데이트중이냐??  뭐 삼성이랑
협력해서 아이폰 몰아내는거냐? 공지라도하던지
공지도없고 아이폰유저들은 보지도않고
보상을 바라지도않으니 개돼지 버리지말고
아이폰도 서버열어라 ㅡㅡ",5
2019-04-03T21:19:24-07:00,아이폰,"아이폰은 접속이안되는건가요??
아니면 제꺼만 안되는건지 ㅜㅜ
이번주업데이트하고. 접속이안되고 
아직도 서버 점검중이라고나오는데 이건뭐지??",1
2019-04-03T21:15:35-07:00,아이폰 언제되냐?,"아이폰 언제 게임 접할수있냐? 개 씹 새들아
업뎃하면 매번 접속 안되고 아인도 날리고
이게 게임이냐? 시 발 벌 레 새 끼 들 아 !
아님 아이폰 쓰시면 게임을 이용하지 못 한다고
그러던가 그냥 안하고 접게 업뎃 할 때 마다
손해를 아이폰 유저들이 봐야되는건데?
그리고 보상은 없고 니네 쪽 잘 못이 아니다?
니네가 만든 게임인데 니네 잘 못 인거지
왜 보상해주기 싫어서 니네 잘 못 아니라고하냐?
휴... 답이없다 답이없어 엔 씨 씨 발 넘 들",1
2019-04-03T21:08:05-07:00,점검할때마다 공지 달랑 한개띠우고,"2틀 3일씩 점검해버리네
아이폰유저들은 점점 떠날듣 피융쉰들
엔씨 좋은시절이 영원할줄아나?",1
2019-04-03T20:43:01-07:00,저기요,어제부터 정검한답치고 겜도 못하게하는이런경우가어디잇습니까 ㅡㅡ??일을 하시는건지 않하지고 자리만지키시는건지 참 궁금하네요,1
2019-04-03T20:37:30-07:00,아이뽄,왜안되지?,1
2019-04-03T20:37:16-07:00,아이폰 언제됩니까,장난하나 맨날 업뎃마다 이러면 어쩌라는건지,1
2019-04-03T20:30:00-07:00,아이폰 사용자 갓불편함,"정기점검 후엔 안드로이드는 즉시 적용
아이폰 유저는 무한대기

아이폰 사용 유저는 너무 불편함",1
2019-04-03T20:25:22-07:00,아이폰으로 업데이트만 하면 2박 3일씩 걸리냐 ㅡㅡ,안드로이드도 똑같이 오픈하던가 ㅡㅡ 아이폰이랑 안드로이드랑 비교하나 .. 저번 암흑기사 업뎃하고도 2박3일 걸리더만 이번엔 뭘 업데이트 했길래 몇일이나 걸리는지. 경쟁하라고 만든 게임이면 똑같은 조건에서 하게끔 만들던지 아니면 경험치로 보상을 주던지. 개똥같은 ㅈ만한 쓰도못하는 아이템 한두개 주면서. 양쪽다 업데이트 끝날때깢 서버를 열지 말던가 . 한쪽만 열고 뭐하는 짓이냐. 장사 이따위로 할거면 때려치워라.,1
2019-04-03T20:18:10-07:00,서버점검,언제풀리나요?이틀동안들어가질못하네요 해볼려고깔앗는데,1
2019-04-03T20:01:09-07:00,아이폰,"아이폰 언제까지
안되는거요?",1
2019-04-03T19:57:53-07:00,업뎃마다 아이폰유저는 짜증이구나,아이폰은 업데이트마다 이렇게 힘들어서 겜할맛 뚝 떨어지네,2
2019-04-03T19:51:03-07:00,접속불가,"아이폰사용자입니다
업데이트 문구만계속나옵니다.
확인부탁드려요
아이폰은 게임안되는건가요?
재설치도하고 다해보았습니다",1
2019-04-03T19:24:57-07:00,오픈은 언제?,그래서 오픈은 언제하는데?,1
2019-04-03T19:18:45-07:00,아이폰은 왜 맨날 안된다,뭐 업데이트 할때마다 아이폰은 접속도 안되고 거래소도 안되고 너무하구먼,1
2019-04-03T19:18:19-07:00,아이폰 유저 환불하는법좀 알려주세요,"돈은 썻는데 이틀간 접속안되고 환불하려합니다
적은 금액도 아니고 고객센터에 연락하면 되나요",1
2019-04-03T19:09:02-07:00,이시벌놈들아,엔시발년들아 아아폰좀 되게해라 안되게할거면 지금까지 썻던현질 다돌려주거 아이디 가져가라 시벌년들아,1
2019-04-03T19:08:09-07:00,아이폰유저는 하지 말라는 건가요?,어제 정기 점검 후부터 지금까지 접속이 안되네요 ㅎㅎㅎㅎ 업데이트 수시로 갱신해봐도 안되고 그냥 하지 말라는 거 맞지요? 어제 놓친 푸쉬 아인 보상은 그냥 애초에 없었다고 생각하면 되는거죠? 별점 한개도 솔직히 아깝지만 정신 차리시라는 뜻에서 하나 드립니다~,1
2019-04-03T19:00:30-07:00,아이폰은 게임하지말라는건가요?,점검을무슨 이틀동안하세요,5
2019-04-03T18:56:59-07:00,이러면서도 iOS로 판매를 하는게...,"양심이 없는거죠...
다야든 용옥이든 팔아놓으면 끝입니까?
게임을 못 들어가는데.
옛날 좋았던 기억으로 다시 시작한 게임인데, 정말 최악입니다. 이럴거면 아예 iOS 서비스를 하지 마셔야죠.",1
2019-04-03T18:53:16-07:00,19년4월3일 패치후 아직까지 점검 무엇??,"아이폰유저는 리니지 하지 말라는겁니까?? 지금 까지 결제 했던걸들 다 환불요구합니다!!
공지도 똑바로 안올라오고 뭐하자는 겁니까!",1
2019-04-03T18:48:13-07:00,봐주세요,게임 하는건 좋습니다 아이폰 유저인데 하루가 넘게 정식 공지 없이 아무소리 없이 딱 하나의 업데이트 시간 지연만 공지 한 상태에서 이도저도 못하는 상황으로 게임도 못하고 있습니다 빠른 조치가 필요할거 같습니다.,5
2019-04-03T18:47:57-07:00,아이폰 유저입니다,"이번 업데이트 이후로 접속안되는데
경험치 복구도 날리고 
사냥 못한거 보상 해줄건가요
접속은 언제되나요",5
2019-04-03T18:19:07-07:00,Nc,아이폰유저들은 하루동안 접속도못하고있는데 이벤트는 그냥진행하고 이거는 아니라고생각함,1
2019-04-03T18:05:29-07:00,돈이 썩어나면 하세요,"현질안하면 평생 쳐맞고 댕겨야 함
아이폰은 안드로이드보다 업데이트가 느림,
게다가 게임접속도 안돼 ㅋㅋㅋㅋㅋㅋㅋ",1
2019-04-03T18:04:50-07:00,후..업데이트 시간 진짜,아이폰은 버린거니?,1
2019-04-03T18:01:12-07:00,업뎃을 하루종일 하네 별하느도 아깝네,일해라 nc,1
2019-04-03T17:45:56-07:00,아이폰은 도대체가,"업뎃하면 기본 하루이거든 접속을못하네요
그렇다고 보상을 머주는것도아니고 공지도 잘안해놓구 어쩌라는건지",1
2019-04-03T17:31:46-07:00,다필요없고!!!,업데이트나 제발 빨리빨리좀 해주라....어찌 하루가넘도록 안열리냐 ㅠㅠ 제발 ㅠ 빨리빨리 ㅠㅠ 현기증난단말야 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,1
2019-04-03T17:25:11-07:00,아이폰 유저,"리니지M은 안드로이드로 하세요
안드로이드로 두번 하세요
아이폰으로 하지마세요",5
2019-04-03T17:07:54-07:00,아이패드 게임이 안되요,"어제 업데이트 한다고 부터 아직도 점검이라고 나오는데 언제 되요??
공지도 없고 머죠??",3
2019-04-03T16:45:59-07:00,왜 아이폰만 안되니?,업데이트 할때마다 너무한다,1
2019-04-03T16:24:27-07:00,매주 수요일  길게는 목요일까지 아이폰은 게임못함,"매주 정기점검 수요일인데 1주일중에 1~2틀이상 아이폰 유저들은 접속못하고 혜택전혀 없으며 거래도 불가능 안드폰과 ios를 서버를 놔눠서 갔어야 공정성이라도 있었을텐데 레벨업차이 나중에 엄청커지고 
아이폰으로는 랭커됄생각 버려야하며 결제도 아이폰른 바가지요금에 처음부터 해서는 안됄 게임.
이딴거에 100만원가량 현질한 내가 머저리라고 느껴지고 깨달은 지금에는 정말 환불받고 안하고 싶은 마음뿐이에요",1
2019-04-03T16:05:08-07:00,쌩 뉴비인데,내 솔직히 별 한개 주는것도 아까운데 ㅋㅋㅋ 니들이 욕먹는 3대 대한민국 게임사 중에 원톱인거같다 ㅋㅋㅋ 뭐 이딴 막장운영이다잇어 ㅋㅋㅋ 아이폰 검수문제로 하루 쳐넘기구 접속도 못한 아이폰 유저들의 쌩무시 ㅋㅋㅋㅋㅋ 와~진짜 삼대쓰레기 겜임 회사중에 니네가 원톱이다~얼마 안썻어 소문은 익히들어서 최고의 현질유도 게임이라고 니네 게임 리니지 딱 10일 접해봣는데 첫 업데이트 경험에 이런 개막장 운영상태보고 니넨 진짜 걸러야겟다 한 20썻나? 걍 땅에 버린셈 칠께 제발부탁인데 너네 잘되는꼴은 진짜 못보겟다 꼭 망하길~^^,1
2019-04-03T16:00:44-07:00,좀보라고별5개준다!!!!!,"아니무슨 아이폰쓰는사람들을
개좆으로보는것도아니고
점검을 무슨 하루동안하고잇어
도대체 언제 할수잇는건데ㅜㅜ
보상이라도 해주던가
시발넘들 제발 정신좀 차려라!!!!!",5
2019-04-03T15:55:03-07:00,아이폰 유저,아이폰은 언제 업뎃이 끝나나요?? 매번 업뎃이 아이폰만 느려서 짜증나네요,2
2019-04-03T15:51:06-07:00,안드로이드와 비교,거래소도 안되고 업데이트 이 후 접속도 안되고,1
2019-04-03T15:43:08-07:00,지금이 90년도냐??,"지금 백수들이 이렇게 많은데 현질을 90년도 리니지보다 더 빨아먹는 구조의 게임으로 설계해놨네
게임이 재미란것도 없어 뭐하나 봐줄게 없네 욕만 나온다",1
2019-04-03T15:26:57-07:00,아니 이 개 발자새끼들아,"도대체가 니들은 아이폰유저를 개똥으로보냐
거래소 만들생각은 커녕 이제는 아예 업뎃 할때마다 겜 접속이안되염병할 뭐더고자빠졌냐 
한두번 이래야지 매번 이따구냐 ㅡㅡ",1
2019-04-03T15:24:23-07:00,게임 자체를 못해요,"랭킹 시스템이 있는 게임인데
안드로이드 폰은 접속해서 랩업 쭉쭉하고 있는데
아이폰은 일주일에 하루 이틀씩 접속 자체를 못해요
현재도 수요일 오전04시부터 현재 목요일 오전07시인데 접속 자체를 할수가 없어요
문제는 이게 매주 그래요 저번주도 아이폰만 접속 못했고 저저번주도 아이폰 접속을 못했어요
한달짜리 유료결제 상품을 구입해도 시간은 계속 소진 되는데 아이폰은 접속을 못하니 그냥 시간만 흘러가고 사용을 못해요
아이폰 사용자들도 현재 전액 환불 요청하고 있는 상황이구요 새로 시작하시려는분들 안드로이드 폰으로 갈아타고 시작하시던가 아이폰을 계속 사용하실거면 이 게임 시작하지 마세요
엔씨는 삼성 하청 회사라는점 잊지마세요",1
2019-04-03T15:16:32-07:00,정말 업뎃할때마다 이럴껀가요?,"와~ 하루가 꼬박 지났는데 아직 갬을 할수없다니...  무슨 아이폰이 정말 좋은것처럼 광고란 광고는 다하면서 정작 겜 하나를 업뎃 못해서... 
아이패드 산개 이겜할려고 샀는데 업뎃할때마다 이래서 지금 엄청 후회하고 다신 애플 제품 안살겁니다. 

게임 자체는 할만하니 게임에 별3개드립니다.",3
2019-04-03T12:27:28-07:00,아이폰좆같이보냐,업그레이드만하면 하루이상게임이않되ㅅㅂ,1
2019-04-03T12:24:24-07:00,리니지엠 서비스돼요,"이렇게 이해하면되는거네요
엔시가문재가아니라 여기서 허가를안해주나봄",1
2019-04-03T11:26:24-07:00,출시한후 몇년째,아이폰 유저들만 피해를 보는거에 대해서 특별한 보상도 지대로 안해주고 도대체 모하는거야 너네?? 진짜 유저들을 개돼지로 밖에 안보는거야? 몇시간 만큼 접속 못한만큼 너네가 돈버는 이벤트만 막을게 아니고 접속 못하는 아이폰 유저를 위한 배려는 왜 없는거야? 문제 있다고 생각되지 않니?,1
2019-04-03T11:07:15-07:00,제발 부탁합니다 제발 제발,"리니지 모바일을 구글아이디로 즐겨하고 있엇는데 4/3 점검 끝난지가 지금 몇시간이나 지났는데도 점검시간이라고 하루종일 안되서 해서 지웠다 깔기를 반복 했는데도 되지가 않네요 
도데체 왜 이러는 걸까요 빨리 해결 부탁드립니다 ㅠㅠㅠ 아이폰이고 구글 계정 사용중입니다",1
2019-04-03T10:46:05-07:00,아니데체,아이폰 언제되냐구요 진짜,5
2019-04-03T09:56:23-07:00,아이폰은.리니지m안돌.리고싶은건지,하루가지나도안되면어쩌자는거죠?ㅡㅡ,1
2019-04-03T08:45:42-07:00,현질한게 얼만데 접속 하루 종일 안되게 하냐,아이폰 유저 버리냐 ㅅㅂ ㅈ 같이들 한다,1
2019-04-03T08:31:17-07:00,ㅡㅡ,"아이폰이라고 업데이트하고하루가
지났는데?? 접속이안된다?. . 
지금삭제하고다시 깔았는데.. 어쩌라는거죠.???",1
2019-04-03T08:01:25-07:00,장난치나요,손해어쩔거,1
2019-04-03T07:49:18-07:00,좀 보시라고 5개드림,우측하단에 업뎃 버튼 눌러도 안되니 시급한 조치를바랍니다. 시간은 다까먹고 이렇게 이용못하는거에 대한 특변한 보상도 안해주잖아여??? 차별입니까??,5
2019-04-03T07:44:42-07:00,서버점검중이라고 뜹니다,"뉴비입니다 다운받고 들어가려니
점겅중이라고 쫓겨나네요 언제까지 점검 하는지
알려주지도 않고 하루종일 뜨는데 뭐죠",1
2019-04-03T07:21:32-07:00,점검만 했다하면 아이폰 유저는 하루씩 접속을 못합니다.,점검만 했다 하면 애플스토어 검수 문제로 안드로이드는 한참 게임하고 있을대 아이폰은 접속조차 못합니다. 지난번 신케 출시때도 서버 한정 제작템은 안드로이드 유저들이 모두 제작하고 하루뒤에야 접속이 가능했던 아이폰 유저들은 구경조차 해보지 못했죠. 린2 레볼루션 같은경우에는 IOS에서도 거래소를 지원하지만 이 게임은 거래소를 이용하기 위해서는 앱플레이어나 안드로이드폰이 필요하죠. 검수 문제로 거래소를 이용 못한다는건 한낱 핑계에 불과합니다. 새로운 캐시 상품 제작 판매하는데만 급급하지 IOS 유저들의 게임상 편의나 형평성은 전혀 신경을 쓰지 않는 게임입니다. 새로 시작하시려는 분들은 이점 주의해 주시고 안드로이드 폰이 있을 경우에만 맛보시길 추천해 드립니다.,1
2019-04-03T07:20:40-07:00,아이폰,아이폰 유저 업데이트 할때마다 문제가 많네요...,1
2019-04-03T07:09:22-07:00,이제 엔씨꺼는 건들지도 않을께,iso라서 거래소도 안돼 패치하는데 안드로이드와는 너무 차별도 두는데다가 오히려 pc로 하는거보다 못한 환경을 만들고서는 모바일 게임이라고 하는지 질린다이제,1
2019-04-03T07:05:13-07:00,징하다,"하루종일 점검 ... 
세상세상 살다 살다 달계정 파는 게임회사에서 중간 사유 말해주는것도 없이 새벽 4시 반부터 열 몇시간 점검 실화???????????? 
달계정이 만원 언더면 이해라도 하지 ㅡㅡ 
오만원짜리 달계정 팔아먹으면서 하..
형. 이건 아냐 증말...",5
2019-04-03T07:04:33-07:00,업데이트때마다,아이폰은 몇일씩 서버점검이유가?? 승질나네요 보상도없고,1
2019-04-03T07:02:34-07:00,아이폰안됨,아이폰안됨,1
2019-04-03T07:00:47-07:00,아이폰 유저,진짜 별하도 아깝다..업뎃할때마다 아이폰뉴저들은 개호구인가.이거지같은 업데이트때마다 출첵해서받는 아이템들 받지도 못하고 리니지는 돈지랄만해야 하는 게이으로 만드네,1
2019-04-03T06:57:05-07:00,ios 업데이트랑 안드로이드랑 따로해 공지 올리자,ㅅㅂ,5
2019-04-03T06:47:51-07:00,와...,새벽 부터 몇번을 시도 하는데 안들어가지네... 내 용옥은? 내 연속 출석은? 뭐 어쩌라는거야 지금? 이벤트는 또 아이폰 유저 없이 그냥 가는거야? ㅋㅋㅋ 진짜 대단하다 개발자들,1
2019-04-03T06:46:52-07:00,아이폰유저,"아이폰 유저는 게임 하지 말라는건가
안드로이드는 업뎃하고 열심히 겜하는데 아이폰은
아침에 끝난 업뎃이 아직도 안댐",5
2019-04-03T06:40:33-07:00,제발 업데이트 좀 빨리해줘라,아 무슨 아이폰 업데이트는 하루 이상이 걸리냐 아이폰 쓰는 사람들 출첵이랑 아인 어케 쳐 받으라고?연속출첵도 다시 시작???  이렇게 하루 버리라고??? pc 접속해서 받으라고??? 이게 시발 모바일 게임이지 pc게임이냐??? 아이폰 업뎃 느린거 보상이라도 쳐 해주거나 해야지 그냥 매번 넘어가고 하아 진짜 접는다 개새끼들아 진심 적당히 해야지 돈에 쳐 미쳐가지고,5
2019-04-03T06:35:55-07:00,애플 탓을하는데 누구말이 맞는건가요???,"게임도 할맛하고, 사행성도 있고, 다 좋은데 잘못핬으면 잘못했다고 인정하고 사과하는게 기업인의 정신아닌가요? 

이윤추구가 기업의 최대목표이지만 잘못된것은 잘못된 것이지요? 두기업 사이에 시시비비는 나중에 따지시고 빨리들 잘못한 회사에서 먼저 사과하세요.
귀사 담당자 5분이 50만유저 각각에게 적용된다고 생각해보세요. 뭐가 먼저인지 좀 생각을 좀하고 하시지요?",1
2019-04-03T06:27:22-07:00,아름답네요,이 시발 아름다운 강아지 애기같은 경우가 다있을까요? 이렇다 저렇다 공지도 없이 점검후 접속이 안되네요? 심지어 어제 무복 다써서 오늘 할랫더만 줘옷 같은 확율의 경우로 시간이 오바되도록 현시간11시인데 접속이 안되네요^^ 아하하하~ 엔씨 10같은 직원분들은 하나같이 오래 사실거 같아요^.^ 김택진이 서류가방 들고 피시방 찾아댕기면서 영업할때가 엊그제 같은데 ㅎㅎ 얼마전 희진이 보셨죠? 얼마 못갈거에요 아마 ㅋ,5
2019-04-03T06:13:42-07:00,운영 거지같이 하네요,"서버 점검을 12시간 넘도록 하는 이런 회사

문제 있는거 아닌가요?

이러다가 일주일 내내 서버점검 하는 날도 있겠네요",1
2019-04-03T06:13:06-07:00,Ios는 리니지 하지마세요!!!,"Ios는 리니지 하지마세요.

그냥 손해입니다.",1
2019-04-03T06:12:14-07:00,휴,"점검만하면 접속이안되냐 쓰레기 엔씨야
짜증난다 하루종일 이게뭐냐 나쁜것들",1
2019-04-03T06:03:59-07:00,게임내 점검,"점검만하면 앱스토어 문제로 접속이 하루동안 안되는대 NC측에서는 애플 문제라고 하는데
도대체 어느쪽문제 인지 팩트가 궁금합니다",1
2019-04-03T06:02:20-07:00,아이폰은 게임 하지 말란거냐,"뭔 아이폰만 하루가 다짐하기도 게임이 안되 ㅡㅡ
니들 이러고도 돈 받아 처먹냐",1
2019-04-03T05:59:44-07:00,점검할때마다 이지랑해냐하나,업뎃할따마다  접속은 안되고 맨날지앗다 깔고  시발  이래 불편해가  껨하나   아이템 산거 돌리도,1
2019-04-03T05:52:44-07:00,나만 안되는거야???,"아이폰 유져는 다 안되는거임???
아님 나만 그런거야???",1
2019-04-03T05:52:33-07:00,별하나도 아까워요,아이폰 유저는 사람도 아닙니까? 매번 업데이트 때마다 접속도 안되고 거래소는 아예 활성화 할 생각도 없나요?,1
2019-04-03T05:52:31-07:00,10검 몇프로?,언지?언제까지 업ㅂ뎃할건디ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌ튵ㅍ토ㅗ어어어ㅠ유유유유유ㅠ유유유유어여어어ㅗ러,1
2019-04-03T05:47:12-07:00,아이폰유저,"아이폰 유저는. 겜 하지. 말까요?
우리도. 월보좀 하자 월보를. 몬하네 ㅡㅡ. 업도. 몬하고 ㅡㅡ. 짜증만. 나네 ㅡㅡ정도것. 해야지. 해도해도. 너무하네 ㅅㅂ",1
2019-04-03T05:41:35-07:00,미친겁니까?,용옥 사서 쓰는데 하루 종일 접속도 못하고 이벤트는 안드로이드랑만 하십니까? 결제도 안드로이드 보다 비싸서 열받는데 이건 뭐하는겁니까?,1
